_time,#BATCH_WRITE M1_p1,#DEVICE_ERROR M1_p1,#DISABLE_DEVICE M1_p1,Average_Line_Current M1_p1,Average_Line_Current_THD M1_p1,Average_Line_to_Line_Volts M1_p1,Average_Line_to_Neutral_Volts_THD M1_p1,Average_line_to_line_volts_THD M1_p1,Average_line_to_neutral_Volts M1_p1,Channel1_Temperature M1_p1,Channel2_Temperature M1_p1,Channel3_Temperature M1_p1,Channel4_Temperature M1_p1,Current_Negative_Sequence_Unbalance_Degree M1_p1,Current_Zero_Sequence_Unbalance_Degree M1_p1,Frequency_of_Supply_Voltages M1_p1,L1_total_kvarh M1_p1,L1_total_kwh M1_p1,L2_total_kWh M1_p1,L2_total_kvarh M1_p1,L3_total_kvarh M1_p1,L3_total_kwh M1_p1,Line1_to_Line2_Volts M1_p1,Line2_to_Line3_Volts M1_p1,Line3_to_Line1_Volts M1_p1,Line_1_to_line_2_volts_THD M1_p1,Line_2_to_line_3_volts_THD M1_p1,Line_3_to_line_1_volts_THD M1_p1,Maximum_Total_System_Power_Demand M1_p1,Maximum_Total_System_Reactive_Power_Demand M1_p1,Maximum_Total_System_VA_Demand M1_p1,Neutral_Current M1_p1,Phase1_Active_Power M1_p1,Phase1_Apparent_Power M1_p1,Phase1_Current M1_p1,Phase1_Current_THD M1_p1,Phase1_L|N_volts_THD M1_p1,Phase1_Power_Factor M1_p1,Phase1_Reactive_Power M1_p1,Phase1_line_to_neutral_Volts M1_p1,Phase2_Active_Power M1_p1,Phase2_Apparent_Power M1_p1,Phase2_Current M1_p1,Phase2_Current_THD M1_p1,Phase2_L|N_volts_THD M1_p1,Phase2_Power_Factor M1_p1,Phase2_Reactive_Power M1_p1,Phase2_line_to_neutral_Volts M1_p1,Phase3_Active_Power M1_p1,Phase3_Apparent_Power M1_p1,Phase3_Current M1_p1,Phase3_Current_THD M1_p1,Phase3_L|N_volts_THD M1_p1,Phase3_Power_Factor M1_p1,Phase3_Reactive_Power M1_p1,Phase3_line_to_neutral_Volts M1_p1,Total_Active_Power M1_p1,Total_Apparent_Power M1_p1,Total_Reactive_Power M1_p1,Total_System_Power_Factor M1_p1,Total_kWh M1_p1,Voltage_Negative_Sequence_Unbalance_Degree M1_p1,Voltage_Zero_Sequence_Unbalance_Degree M1_p1
1/7/2026 3:15,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.53,0,0,240,0,0,0,0,3.46,0,0,241,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 3:14,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.8,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.67,0,0,240,0,0,0,0,3.6,0,0,240,0,0,0,0,3.61,0,0,240,0,0,0,0,0,,
1/7/2026 3:14,1,0,0,0,0,417,0,0,241,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.58,0,0,240,0,0,0,0,3.51,0,0,241,0,0,0,0,3.52,0,0,240,0,0,0,0,0,,
1/7/2026 3:13,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30,,,49.8,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.61,0,0,240,0,0,0,0,3.55,0,0,241,0,0,0,0,3.56,0,0,240,0,0,0,0,0,,
1/7/2026 3:13,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.51,0,0,241,0,0,0,0,3.51,0,0,240,0,0,0,0,0,,
1/7/2026 3:12,1,0,0,0,0,417,0,0,241,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.51,0,0,240,0,0,0,0,3.46,0,0,241,0,0,0,0,3.47,0,0,240,0,0,0,0,0,,
1/7/2026 3:12,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.51,0,0,240,0,0,0,0,3.52,0,0,240,0,0,0,0,0,,
1/7/2026 3:11,1,0,0,0,0,416,0,0,240,28.3,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.76,0,0,240,0,0,0,0,3.68,0,0,240,0,0,0,0,3.67,0,0,240,0,0,0,0,0,,
1/7/2026 3:11,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.6,0,0,240,0,0,0,0,3.53,0,0,241,0,0,0,0,3.53,0,0,240,0,0,0,0,0,,
1/7/2026 3:10,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.59,0,0,240,0,0,0,0,3.5,0,0,240,0,0,0,0,3.51,0,0,240,0,0,0,0,0,,
1/7/2026 3:10,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.54,0,0,240,0,0,0,0,3.45,0,0,240,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 3:09,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.46,0,0,240,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 3:09,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.48,0,0,240,0,0,0,0,3.41,0,0,240,0,0,0,0,3.42,0,0,240,0,0,0,0,0,,
1/7/2026 3:08,1,0,0,0,0,417,0,0,241,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.44,0,0,240,0,0,0,0,3.37,0,0,241,0,0,0,0,3.38,0,0,240,0,0,0,0,0,,
1/7/2026 3:08,1,0,0,0,0,417,0,0,241,28.3,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.5,0,0,240,0,0,0,0,3.43,0,0,240,0,0,0,0,3.44,0,0,240,0,0,0,0,0,,
1/7/2026 3:07,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.53,0,0,240,0,0,0,0,3.45,0,0,241,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 3:07,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.46,0,0,241,0,0,0,0,3.47,0,0,240,0,0,0,0,0,,
1/7/2026 3:06,1,0,0,0,0,417,0,0,241,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.49,0,0,240,0,0,0,0,3.43,0,0,241,0,0,0,0,3.44,0,0,240,0,0,0,0,0,,
1/7/2026 3:06,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.53,0,0,240,0,0,0,0,3.47,0,0,241,0,0,0,0,3.49,0,0,240,0,0,0,0,0,,
1/7/2026 3:05,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.46,0,0,240,0,0,0,0,3.41,0,0,241,0,0,0,0,3.41,0,0,240,0,0,0,0,0,,
1/7/2026 3:05,1,0,0,0,0,417,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.55,0,0,240,0,0,0,0,3.49,0,0,241,0,0,0,0,3.5,0,0,240,0,0,0,0,0,,
1/7/2026 3:04,1,0,0,0,0,417,0,0,241,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.54,0,0,240,0,0,0,0,3.5,0,0,241,0,0,0,0,3.5,0,0,240,0,0,0,0,0,,
1/7/2026 3:04,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.49,0,0,240,0,0,0,0,3.44,0,0,241,0,0,0,0,3.45,0,0,240,0,0,0,0,0,,
1/7/2026 3:03,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.65,0,0,240,0,0,0,0,3.6,0,0,241,0,0,0,0,3.61,0,0,240,0,0,0,0,0,,
1/7/2026 3:03,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.47,0,0,240,0,0,0,0,3.42,0,0,241,0,0,0,0,3.43,0,0,240,0,0,0,0,0,,
1/7/2026 3:02,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.51,0,0,240,0,0,0,0,3.46,0,0,241,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 3:02,1,0,0,0,0,417,0,0,241,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.51,0,0,240,0,0,0,0,3.47,0,0,241,0,0,0,0,3.47,0,0,240,0,0,0,0,0,,
1/7/2026 3:01,1,0,0,0,0,416,0,0,240,28.3,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.51,0,0,240,0,0,0,0,3.47,0,0,241,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 3:01,1,0,0,0,0,416,0,0,240,28.3,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.49,0,0,240,0,0,0,0,3.42,0,0,241,0,0,0,0,3.43,0,0,240,0,0,0,0,0,,
1/7/2026 3:00,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.5,0,0,240,0,0,0,0,3.42,0,0,240,0,0,0,0,3.43,0,0,240,0,0,0,0,0,,
1/7/2026 3:00,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.59,0,0,240,0,0,0,0,3.51,0,0,241,0,0,0,0,3.51,0,0,240,0,0,0,0,0,,
1/7/2026 2:59,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,416,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.45,0,0,241,0,0,0,0,3.45,0,0,240,0,0,0,0,0,,
1/7/2026 2:59,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.49,0,0,240,0,0,0,0,3.42,0,0,241,0,0,0,0,3.43,0,0,240,0,0,0,0,0,,
1/7/2026 2:58,1,0,0,0,0,417,0,0,241,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.55,0,0,240,0,0,0,0,3.48,0,0,241,0,0,0,0,3.49,0,0,240,0,0,0,0,0,,
1/7/2026 2:58,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.5,0,0,240,0,0,0,0,3.42,0,0,241,0,0,0,0,3.43,0,0,240,0,0,0,0,0,,
1/7/2026 2:57,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.49,0,0,240,0,0,0,0,3.42,0,0,241,0,0,0,0,3.42,0,0,240,0,0,0,0,0,,
1/7/2026 2:57,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.53,0,0,240,0,0,0,0,3.44,0,0,241,0,0,0,0,3.44,0,0,240,0,0,0,0,0,,
1/7/2026 2:56,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.53,0,0,240,0,0,0,0,3.46,0,0,241,0,0,0,0,3.47,0,0,240,0,0,0,0,0,,
1/7/2026 2:56,1,0,0,0,0,416,0,0,240,28.3,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.49,0,0,240,0,0,0,0,3.41,0,0,240,0,0,0,0,3.42,0,0,240,0,0,0,0,0,,
1/7/2026 2:55,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.47,0,0,240,0,0,0,0,3.41,0,0,240,0,0,0,0,3.41,0,0,240,0,0,0,0,0,,
1/7/2026 2:55,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.55,0,0,240,0,0,0,0,3.5,0,0,241,0,0,0,0,3.5,0,0,240,0,0,0,0,0,,
1/7/2026 2:54,1,0,0,0,0,416,0,0,240,28.2,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.51,0,0,241,0,0,0,0,3.5,0,0,240,0,0,0,0,0,,
1/7/2026 2:54,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.46,0,0,241,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 2:53,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.55,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,3.5,0,0,240,0,0,0,0,0,,
1/7/2026 2:53,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.8,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.47,0,0,241,0,0,0,0,3.48,0,0,240,0,0,0,0,0,,
1/7/2026 2:52,1,0,0,0,0,416,0,0,240,28.3,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.5,0,0,241,0,0,0,0,3.51,0,0,240,0,0,0,0,0,,
1/7/2026 2:52,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.8,88,0,0,87,77,0,417,417,414,0,0,0,0,0,0.07,0,0,0,0,0,3.55,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,0,,
1/7/2026 2:51,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.55,0,0,240,0,0,0,0,3.5,0,0,241,0,0,0,0,3.5,0,0,240,0,0,0,0,0,,
1/7/2026 2:51,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.46,0,0,240,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 2:50,1,0,0,0,0,416,0,0,240,28.3,29.4,28.3,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.57,0,0,240,0,0,0,0,3.48,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,0,,
1/7/2026 2:50,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.55,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,3.48,0,0,240,0,0,0,0,0,,
1/7/2026 2:49,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.49,0,0,240,0,0,0,0,3.42,0,0,240,0,0,0,0,3.42,0,0,240,0,0,0,0,0,,
1/7/2026 2:49,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.58,0,0,240,0,0,0,0,3.52,0,0,240,0,0,0,0,3.51,0,0,240,0,0,0,0,0,,
1/7/2026 2:48,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.45,0,0,240,0,0,0,0,3.44,0,0,240,0,0,0,0,0,,
1/7/2026 2:48,1,0,0,0,0,417,0,0,241,28.3,29.4,28.4,30,,,49.8,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.55,0,0,240,0,0,0,0,3.46,0,0,241,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 2:47,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.5,0,0,240,0,0,0,0,3.44,0,0,240,0,0,0,0,3.43,0,0,240,0,0,0,0,0,,
1/7/2026 2:47,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,0,,
1/7/2026 2:46,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.44,0,0,240,0,0,0,0,3.44,0,0,240,0,0,0,0,0,,
1/7/2026 2:46,1,0,0,0,0,416,0,0,240,28.3,29.5,28.4,30.1,,,49.8,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.53,0,0,241,0,0,0,0,3.46,0,0,241,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 2:45,1,0,0,0,0,416,0,0,240,28.2,29.4,28.5,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.54,0,0,240,0,0,0,0,3.51,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,0,,
1/7/2026 2:45,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.51,0,0,240,0,0,0,0,3.47,0,0,241,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 2:44,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.53,0,0,240,0,0,0,0,3.48,0,0,241,0,0,0,0,3.49,0,0,240,0,0,0,0,0,,
1/7/2026 2:44,1,0,0,0,0,416,0,0,240,28.2,29.4,28.5,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.6,0,0,240,0,0,0,0,3.55,0,0,241,0,0,0,0,3.54,0,0,240,0,0,0,0,0,,
1/7/2026 2:43,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.55,0,0,240,0,0,0,0,3.49,0,0,241,0,0,0,0,3.5,0,0,240,0,0,0,0,0,,
1/7/2026 2:43,1,0,0,0,0,416,0,0,240,28.2,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.52,0,0,241,0,0,0,0,3.52,0,0,240,0,0,0,0,0,,
1/7/2026 2:42,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.51,0,0,241,0,0,0,0,3.51,0,0,240,0,0,0,0,0,,
1/7/2026 2:42,1,0,0,0,0,416,0,0,240,28.2,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.51,0,0,241,0,0,0,0,3.51,0,0,240,0,0,0,0,0,,
1/7/2026 2:41,1,0,0,0,0,416,0,0,240,28.3,29.5,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.53,0,0,240,0,0,0,0,3.48,0,0,241,0,0,0,0,3.48,0,0,240,0,0,0,0,0,,
1/7/2026 2:41,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.46,0,0,240,0,0,0,0,3.41,0,0,241,0,0,0,0,3.41,0,0,240,0,0,0,0,0,,
1/7/2026 2:40,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.54,0,0,240,0,0,0,0,3.47,0,0,240,0,0,0,0,3.48,0,0,240,0,0,0,0,0,,
1/7/2026 2:40,1,0,0,0,0,417,0,0,241,28.2,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.47,0,0,240,0,0,0,0,3.4,0,0,241,0,0,0,0,3.4,0,0,240,0,0,0,0,0,,
1/7/2026 2:39,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.5,0,0,240,0,0,0,0,3.43,0,0,241,0,0,0,0,3.43,0,0,240,0,0,0,0,0,,
1/7/2026 2:39,1,0,0,0,0,416,0,0,240,28.2,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.5,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,0,,
1/7/2026 2:38,1,0,0,0,0,417,0,0,241,28.2,29.4,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.5,0,0,240,0,0,0,0,3.43,0,0,241,0,0,0,0,3.43,0,0,240,0,0,0,0,0,,
1/7/2026 2:38,1,0,0,0,0,416,0,0,240,28.2,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.46,0,0,240,0,0,0,0,3.44,0,0,240,0,0,0,0,0,,
1/7/2026 2:37,1,0,0,0,0,416,0,0,240,28.3,29.4,28.4,30,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.45,0,0,240,0,0,0,0,3.45,0,0,240,0,0,0,0,0,,
1/7/2026 2:37,1,0,0,0,0,417,0,0,240,28.3,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.48,0,0,240,0,0,0,0,3.39,0,0,240,0,0,0,0,3.38,0,0,240,0,0,0,0,0,,
1/7/2026 2:36,1,0,0,0,0,416,0,0,240,28.3,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.49,0,0,240,0,0,0,0,3.41,0,0,240,0,0,0,0,3.41,0,0,240,0,0,0,0,0,,
1/7/2026 2:36,1,0,0,0,0,417,0,0,241,28.3,29.4,28.3,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0.00167,0,0,0.00133,0,3.55,0,0,240,0,0,0.00233,0,3.5,0,0,241,0,0,0.00267,0,3.53,0,0,240,0,0,0,0,0,,
1/7/2026 2:35,1,0,0,0,0,416,0,0,240,28.3,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.51,0,0,240,0,0,0,0,3.45,0,0,240,0,0,0,0,3.45,0,0,240,0,0,0,0,0,,
1/7/2026 2:35,1,0,0,0,0,416,0,0,240,28.3,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.54,0,0,240,0,0,0,0,3.49,0,0,240,0,0,0,0,3.5,0,0,240,0,0,0,0,0,,
1/7/2026 2:34,1,0,0,0,0,416,0,0,240,28.2,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.52,0,0,240,0,0,0,0,3.46,0,0,240,0,0,0,0,3.48,0,0,240,0,0,0,0,0,,
1/7/2026 2:34,1,0,0,0,0,416,0,0,240,28.4,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.5,0,0,240,0,0,0,0,3.45,0,0,240,0,0,0,0,3.46,0,0,240,0,0,0,0,0,,
1/7/2026 2:33,1,0,0,0,0,416,0,0,240,28.2,29.5,28.4,30.1,,,49.9,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.53,0,0,240,0,0,0,0,3.47,0,0,240,0,0,0,0,3.48,0,0,240,0,0,0,0,0,,
1/7/2026 2:33,1,0,0,0,0,416,0,0,240,28.3,29.5,28.4,30.1,,,49.8,88,0,0,87,77,0,417,417,415,0,0,0,0,0,0.07,0,0,0,0,0,3.56,0,0,240,0,0,0,0,3.53,0,0,241,0,0,0,0,3.52,0,0,240,0,0,0,0,0,,
