time,temperature,voltage,current,chemistry,dataset
317.0,36.276,4.0559,1.558,NMC-LMO,SNL_NMC-LMO_85SOC_a
318.0,35.845,4.0573,1.524,NMC-LMO,SNL_NMC-LMO_85SOC_a
319.0,37.062,4.0543,1.48,NMC-LMO,SNL_NMC-LMO_85SOC_a
320.0,36.847,4.0543,1.55,NMC-LMO,SNL_NMC-LMO_85SOC_a
321.0,36.191,4.0536,1.568,NMC-LMO,SNL_NMC-LMO_85SOC_a
322.0,36.168,4.0519,1.454,NMC-LMO,SNL_NMC-LMO_85SOC_a
323.0,36.319,4.0525,1.505,NMC-LMO,SNL_NMC-LMO_85SOC_a
324.0,36.429,4.054,1.55,NMC-LMO,SNL_NMC-LMO_85SOC_a
325.0,35.958,4.0547,1.521,NMC-LMO,SNL_NMC-LMO_85SOC_a
326.0,35.843,4.0531,1.477,NMC-LMO,SNL_NMC-LMO_85SOC_a
327.0,35.833,4.0524,1.463,NMC-LMO,SNL_NMC-LMO_85SOC_a
328.0,36.63,4.0529,1.57,NMC-LMO,SNL_NMC-LMO_85SOC_a
329.0,36.647,4.0507,1.524,NMC-LMO,SNL_NMC-LMO_85SOC_a
330.0,36.898,4.054,1.41,NMC-LMO,SNL_NMC-LMO_85SOC_a
331.0,37.111,4.0505,1.482,NMC-LMO,SNL_NMC-LMO_85SOC_a
332.0,36.927,4.0506,1.493,NMC-LMO,SNL_NMC-LMO_85SOC_a
333.0,36.985,4.05,1.536,NMC-LMO,SNL_NMC-LMO_85SOC_a
334.0,36.524,4.0511,1.5,NMC-LMO,SNL_NMC-LMO_85SOC_a
335.0,36.861,4.0508,1.519,NMC-LMO,SNL_NMC-LMO_85SOC_a
336.0,37.062,4.05,1.562,NMC-LMO,SNL_NMC-LMO_85SOC_a
337.0,37.372,4.0479,1.583,NMC-LMO,SNL_NMC-LMO_85SOC_a
338.0,36.412,4.0466,1.497,NMC-LMO,SNL_NMC-LMO_85SOC_a
339.0,36.755,4.0476,1.469,NMC-LMO,SNL_NMC-LMO_85SOC_a
340.0,37.036,4.0486,1.48,NMC-LMO,SNL_NMC-LMO_85SOC_a
341.0,37.181,4.0435,1.518,NMC-LMO,SNL_NMC-LMO_85SOC_a
342.0,36.098,4.0475,1.5,NMC-LMO,SNL_NMC-LMO_85SOC_a
343.0,37.423,4.0495,1.49,NMC-LMO,SNL_NMC-LMO_85SOC_a
344.0,36.84,4.0478,1.526,NMC-LMO,SNL_NMC-LMO_85SOC_a
345.0,37.074,4.0485,1.528,NMC-LMO,SNL_NMC-LMO_85SOC_a
346.0,37.432,4.0476,1.548,NMC-LMO,SNL_NMC-LMO_85SOC_a
347.0,37.535,4.0473,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_a
348.0,36.875,4.0439,1.527,NMC-LMO,SNL_NMC-LMO_85SOC_a
349.0,37.432,4.0434,1.478,NMC-LMO,SNL_NMC-LMO_85SOC_a
350.0,36.753,4.0446,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_a
351.0,38.263,4.0419,1.426,NMC-LMO,SNL_NMC-LMO_85SOC_a
352.0,37.38,4.0452,1.494,NMC-LMO,SNL_NMC-LMO_85SOC_a
353.0,37.533,4.0438,1.427,NMC-LMO,SNL_NMC-LMO_85SOC_a
354.0,37.207,4.0461,1.532,NMC-LMO,SNL_NMC-LMO_85SOC_a
355.0,37.401,4.0414,1.477,NMC-LMO,SNL_NMC-LMO_85SOC_a
356.0,38.038,4.043,1.51,NMC-LMO,SNL_NMC-LMO_85SOC_a
357.0,37.049,4.0424,1.58,NMC-LMO,SNL_NMC-LMO_85SOC_a
358.0,37.165,4.0431,1.434,NMC-LMO,SNL_NMC-LMO_85SOC_a
359.0,38.689,4.0411,1.428,NMC-LMO,SNL_NMC-LMO_85SOC_a
360.0,37.698,4.0417,1.478,NMC-LMO,SNL_NMC-LMO_85SOC_a
361.0,37.66,4.0419,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_a
362.0,37.111,4.0383,1.467,NMC-LMO,SNL_NMC-LMO_85SOC_a
363.0,37.594,4.0399,1.5,NMC-LMO,SNL_NMC-LMO_85SOC_a
364.0,38.058,4.0412,1.533,NMC-LMO,SNL_NMC-LMO_85SOC_a
365.0,38.266,4.0437,1.475,NMC-LMO,SNL_NMC-LMO_85SOC_a
366.0,38.199,4.0427,1.443,NMC-LMO,SNL_NMC-LMO_85SOC_a
367.0,38.091,4.0411,1.474,NMC-LMO,SNL_NMC-LMO_85SOC_a
368.0,37.441,4.041,1.568,NMC-LMO,SNL_NMC-LMO_85SOC_a
369.0,37.597,4.0419,1.458,NMC-LMO,SNL_NMC-LMO_85SOC_a
370.0,38.545,4.0385,1.558,NMC-LMO,SNL_NMC-LMO_85SOC_a
371.0,37.889,4.0389,1.496,NMC-LMO,SNL_NMC-LMO_85SOC_a
372.0,38.473,4.0377,1.482,NMC-LMO,SNL_NMC-LMO_85SOC_a
373.0,37.66,4.039,1.5,NMC-LMO,SNL_NMC-LMO_85SOC_a
374.0,37.79,4.0373,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_a
375.0,38.017,4.041,1.505,NMC-LMO,SNL_NMC-LMO_85SOC_a
376.0,38.062,4.033,1.545,NMC-LMO,SNL_NMC-LMO_85SOC_a
377.0,38.09,4.0355,1.431,NMC-LMO,SNL_NMC-LMO_85SOC_a
378.0,38.164,4.0392,1.497,NMC-LMO,SNL_NMC-LMO_85SOC_a
379.0,38.28,4.0361,1.5,NMC-LMO,SNL_NMC-LMO_85SOC_a
380.0,38.988,4.0314,1.6,NMC-LMO,SNL_NMC-LMO_85SOC_a
381.0,38.118,4.0357,1.465,NMC-LMO,SNL_NMC-LMO_85SOC_a
382.0,38.559,4.0346,1.449,NMC-LMO,SNL_NMC-LMO_85SOC_a
383.0,38.817,4.0355,1.452,NMC-LMO,SNL_NMC-LMO_85SOC_a
384.0,38.549,4.0337,1.465,NMC-LMO,SNL_NMC-LMO_85SOC_a
385.0,38.519,4.0345,1.426,NMC-LMO,SNL_NMC-LMO_85SOC_a
386.0,37.53,4.0314,1.559,NMC-LMO,SNL_NMC-LMO_85SOC_a
387.0,38.4,4.0334,1.575,NMC-LMO,SNL_NMC-LMO_85SOC_a
388.0,38.186,4.0319,1.377,NMC-LMO,SNL_NMC-LMO_85SOC_a
389.0,39.336,4.0325,1.518,NMC-LMO,SNL_NMC-LMO_85SOC_a
390.0,38.19,4.0292,1.506,NMC-LMO,SNL_NMC-LMO_85SOC_a
391.0,38.286,4.0325,1.58,NMC-LMO,SNL_NMC-LMO_85SOC_a
392.0,38.415,4.0327,1.482,NMC-LMO,SNL_NMC-LMO_85SOC_a
393.0,38.922,4.0295,1.457,NMC-LMO,SNL_NMC-LMO_85SOC_a
394.0,38.47,4.0331,1.501,NMC-LMO,SNL_NMC-LMO_85SOC_a
395.0,38.274,4.0309,1.482,NMC-LMO,SNL_NMC-LMO_85SOC_a
396.0,39.105,4.0309,1.423,NMC-LMO,SNL_NMC-LMO_85SOC_a
397.0,39.298,4.0304,1.462,NMC-LMO,SNL_NMC-LMO_85SOC_a
398.0,39.704,4.0345,1.561,NMC-LMO,SNL_NMC-LMO_85SOC_a
399.0,38.594,4.0333,1.553,NMC-LMO,SNL_NMC-LMO_85SOC_a
400.0,38.471,4.029,1.479,NMC-LMO,SNL_NMC-LMO_85SOC_a
401.0,38.994,4.0284,1.534,NMC-LMO,SNL_NMC-LMO_85SOC_a
402.0,38.785,4.0276,1.386,NMC-LMO,SNL_NMC-LMO_85SOC_a
403.0,39.224,4.0309,1.524,NMC-LMO,SNL_NMC-LMO_85SOC_a
404.0,39.066,4.0274,1.633,NMC-LMO,SNL_NMC-LMO_85SOC_a
405.0,38.624,4.0249,1.612,NMC-LMO,SNL_NMC-LMO_85SOC_a
406.0,38.732,4.0308,1.502,NMC-LMO,SNL_NMC-LMO_85SOC_a
407.0,39.761,4.0287,1.461,NMC-LMO,SNL_NMC-LMO_85SOC_a
408.0,38.92,4.0286,1.464,NMC-LMO,SNL_NMC-LMO_85SOC_a
409.0,39.084,4.0284,1.472,NMC-LMO,SNL_NMC-LMO_85SOC_a
410.0,39.13,4.0248,1.559,NMC-LMO,SNL_NMC-LMO_85SOC_a
411.0,39.42,4.0274,1.54,NMC-LMO,SNL_NMC-LMO_85SOC_a
412.0,39.431,4.0275,1.469,NMC-LMO,SNL_NMC-LMO_85SOC_a
413.0,40.076,4.0287,1.55,NMC-LMO,SNL_NMC-LMO_85SOC_a
414.0,40.163,4.0247,1.448,NMC-LMO,SNL_NMC-LMO_85SOC_a
415.0,39.552,4.0247,1.59,NMC-LMO,SNL_NMC-LMO_85SOC_a
416.0,39.491,4.0221,1.452,NMC-LMO,SNL_NMC-LMO_85SOC_a
417.0,40.202,4.0233,1.485,NMC-LMO,SNL_NMC-LMO_85SOC_a
418.0,39.34,4.0233,1.461,NMC-LMO,SNL_NMC-LMO_85SOC_a
419.0,39.65,4.0278,1.524,NMC-LMO,SNL_NMC-LMO_85SOC_a
420.0,40.1,4.0242,1.46,NMC-LMO,SNL_NMC-LMO_85SOC_a
421.0,39.556,4.0236,1.506,NMC-LMO,SNL_NMC-LMO_85SOC_a
422.0,39.436,4.0247,1.467,NMC-LMO,SNL_NMC-LMO_85SOC_a
423.0,40.042,4.0262,1.428,NMC-LMO,SNL_NMC-LMO_85SOC_a
424.0,39.69,4.0235,1.531,NMC-LMO,SNL_NMC-LMO_85SOC_a
425.0,39.884,4.0213,1.419,NMC-LMO,SNL_NMC-LMO_85SOC_a
426.0,40.055,4.0218,1.44,NMC-LMO,SNL_NMC-LMO_85SOC_a
427.0,39.077,4.0179,1.46,NMC-LMO,SNL_NMC-LMO_85SOC_a
428.0,40.004,4.0221,1.566,NMC-LMO,SNL_NMC-LMO_85SOC_a
429.0,40.006,4.0253,1.459,NMC-LMO,SNL_NMC-LMO_85SOC_a
430.0,40.118,4.0201,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_a
431.0,39.233,4.0212,1.458,NMC-LMO,SNL_NMC-LMO_85SOC_a
432.0,39.49,4.0191,1.558,NMC-LMO,SNL_NMC-LMO_85SOC_a
433.0,39.769,4.0202,1.604,NMC-LMO,SNL_NMC-LMO_85SOC_a
434.0,40.436,4.0213,1.513,NMC-LMO,SNL_NMC-LMO_85SOC_a
435.0,39.233,4.0175,1.438,NMC-LMO,SNL_NMC-LMO_85SOC_a
436.0,39.149,4.0185,1.559,NMC-LMO,SNL_NMC-LMO_85SOC_a
437.0,40.617,4.0175,1.48,NMC-LMO,SNL_NMC-LMO_85SOC_a
438.0,40.556,4.0223,1.51,NMC-LMO,SNL_NMC-LMO_85SOC_a
439.0,40.515,4.0153,1.44,NMC-LMO,SNL_NMC-LMO_85SOC_a
440.0,40.096,4.0169,1.501,NMC-LMO,SNL_NMC-LMO_85SOC_a
441.0,39.81,4.0182,1.452,NMC-LMO,SNL_NMC-LMO_85SOC_a
442.0,40.587,4.0142,1.506,NMC-LMO,SNL_NMC-LMO_85SOC_a
443.0,40.802,4.0133,1.554,NMC-LMO,SNL_NMC-LMO_85SOC_a
444.0,40.891,4.0173,1.479,NMC-LMO,SNL_NMC-LMO_85SOC_a
445.0,41.319,4.0174,1.467,NMC-LMO,SNL_NMC-LMO_85SOC_a
446.0,41.694,4.0158,1.54,NMC-LMO,SNL_NMC-LMO_85SOC_a
447.0,40.816,4.0168,1.526,NMC-LMO,SNL_NMC-LMO_85SOC_a
448.0,40.267,4.0202,1.484,NMC-LMO,SNL_NMC-LMO_85SOC_a
449.0,40.422,4.0171,1.505,NMC-LMO,SNL_NMC-LMO_85SOC_a
450.0,40.649,4.0161,1.565,NMC-LMO,SNL_NMC-LMO_85SOC_a
451.0,40.926,4.0185,1.477,NMC-LMO,SNL_NMC-LMO_85SOC_a
452.0,40.67,4.0134,1.521,NMC-LMO,SNL_NMC-LMO_85SOC_a
453.0,40.753,4.0133,1.454,NMC-LMO,SNL_NMC-LMO_85SOC_a
454.0,40.197,4.0155,1.519,NMC-LMO,SNL_NMC-LMO_85SOC_a
455.0,41.076,4.0112,1.434,NMC-LMO,SNL_NMC-LMO_85SOC_a
456.0,41.458,4.0151,1.576,NMC-LMO,SNL_NMC-LMO_85SOC_a
457.0,41.327,4.0137,1.58,NMC-LMO,SNL_NMC-LMO_85SOC_a
458.0,41.02,4.0133,1.472,NMC-LMO,SNL_NMC-LMO_85SOC_a
459.0,41.136,4.0129,1.426,NMC-LMO,SNL_NMC-LMO_85SOC_a
460.0,41.59,4.0063,1.516,NMC-LMO,SNL_NMC-LMO_85SOC_a
461.0,41.069,4.0082,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_a
462.0,41.67,4.0092,1.483,NMC-LMO,SNL_NMC-LMO_85SOC_a
463.0,40.839,4.0098,1.426,NMC-LMO,SNL_NMC-LMO_85SOC_a
464.0,41.023,4.0117,1.594,NMC-LMO,SNL_NMC-LMO_85SOC_a
465.0,42.02,4.0117,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_a
466.0,41.54,4.0074,1.441,NMC-LMO,SNL_NMC-LMO_85SOC_a
467.0,41.215,4.0095,1.525,NMC-LMO,SNL_NMC-LMO_85SOC_a
468.0,41.148,4.011,1.487,NMC-LMO,SNL_NMC-LMO_85SOC_a
469.0,41.676,4.0093,1.474,NMC-LMO,SNL_NMC-LMO_85SOC_a
470.0,41.282,4.0135,1.578,NMC-LMO,SNL_NMC-LMO_85SOC_a
471.0,41.989,4.0114,1.543,NMC-LMO,SNL_NMC-LMO_85SOC_a
472.0,42.412,4.0104,1.451,NMC-LMO,SNL_NMC-LMO_85SOC_a
473.0,41.566,4.0077,1.51,NMC-LMO,SNL_NMC-LMO_85SOC_a
474.0,41.746,4.0106,1.491,NMC-LMO,SNL_NMC-LMO_85SOC_a
475.0,41.26,4.0091,1.454,NMC-LMO,SNL_NMC-LMO_85SOC_a
476.0,41.922,4.0087,1.514,NMC-LMO,SNL_NMC-LMO_85SOC_a
477.0,41.323,4.0052,1.582,NMC-LMO,SNL_NMC-LMO_85SOC_a
478.0,41.825,4.0064,1.522,NMC-LMO,SNL_NMC-LMO_85SOC_a
479.0,40.583,4.0038,1.444,NMC-LMO,SNL_NMC-LMO_85SOC_a
480.0,41.534,4.0067,1.57,NMC-LMO,SNL_NMC-LMO_85SOC_a
481.0,42.41,4.0054,1.485,NMC-LMO,SNL_NMC-LMO_85SOC_a
482.0,42.8,4.0084,1.515,NMC-LMO,SNL_NMC-LMO_85SOC_a
483.0,41.668,4.0044,1.475,NMC-LMO,SNL_NMC-LMO_85SOC_a
484.0,41.898,4.004,1.427,NMC-LMO,SNL_NMC-LMO_85SOC_a
485.0,41.929,4.0091,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_a
486.0,42.724,4.0049,1.452,NMC-LMO,SNL_NMC-LMO_85SOC_a
487.0,41.755,4.0022,1.477,NMC-LMO,SNL_NMC-LMO_85SOC_a
488.0,42.475,4.0037,1.564,NMC-LMO,SNL_NMC-LMO_85SOC_a
489.0,41.571,4.0004,1.588,NMC-LMO,SNL_NMC-LMO_85SOC_a
490.0,41.658,4.0117,2.091,NMC-LMO,SNL_NMC-LMO_85SOC_a
491.0,39.859,4.0081,2.624,NMC-LMO,SNL_NMC-LMO_85SOC_a
492.0,41.568,3.9902,3.202,NMC-LMO,SNL_NMC-LMO_85SOC_a
493.0,42.999,3.9897,3.589,NMC-LMO,SNL_NMC-LMO_85SOC_a
494.0,43.203,3.9863,3.934,NMC-LMO,SNL_NMC-LMO_85SOC_a
495.0,42.722,3.9868,4.708,NMC-LMO,SNL_NMC-LMO_85SOC_a
496.0,43.217,3.9786,5.331,NMC-LMO,SNL_NMC-LMO_85SOC_a
497.0,43.505,3.9607,6.046,NMC-LMO,SNL_NMC-LMO_85SOC_a
498.0,43.611,3.9363,6.481,NMC-LMO,SNL_NMC-LMO_85SOC_a
499.0,43.171,3.9284,7.218,NMC-LMO,SNL_NMC-LMO_85SOC_a
500.0,43.3,3.9055,7.452,NMC-LMO,SNL_NMC-LMO_85SOC_a
501.0,44.254,3.8851,7.853,NMC-LMO,SNL_NMC-LMO_85SOC_a
502.0,43.376,3.8646,7.953,NMC-LMO,SNL_NMC-LMO_85SOC_a
503.0,44.414,3.8437,8.344,NMC-LMO,SNL_NMC-LMO_85SOC_a
504.0,46.195,3.8003,9.18,NMC-LMO,SNL_NMC-LMO_85SOC_a
505.0,47.57,3.7682,9.418,NMC-LMO,SNL_NMC-LMO_85SOC_a
506.0,48.672,3.7222,10.171,NMC-LMO,SNL_NMC-LMO_85SOC_a
507.0,47.984,3.6915,10.709,NMC-LMO,SNL_NMC-LMO_85SOC_a
508.0,49.319,3.6723,10.969,NMC-LMO,SNL_NMC-LMO_85SOC_a
509.0,51.028,3.6193,11.346,NMC-LMO,SNL_NMC-LMO_85SOC_a
510.0,53.497,3.589,11.649,NMC-LMO,SNL_NMC-LMO_85SOC_a
511.0,54.775,3.5741,12.341,NMC-LMO,SNL_NMC-LMO_85SOC_a
512.0,57.778,3.5206,13.027,NMC-LMO,SNL_NMC-LMO_85SOC_a
513.0,61.594,3.4797,13.359,NMC-LMO,SNL_NMC-LMO_85SOC_a
514.0,64.594,3.4386,13.587,NMC-LMO,SNL_NMC-LMO_85SOC_a
515.0,67.43,3.3791,14.247,NMC-LMO,SNL_NMC-LMO_85SOC_a
516.0,71.117,3.3398,15.061,NMC-LMO,SNL_NMC-LMO_85SOC_a
517.0,74.012,3.2889,15.634,NMC-LMO,SNL_NMC-LMO_85SOC_a
518.0,76.621,3.236,16.28,NMC-LMO,SNL_NMC-LMO_85SOC_a
519.0,81.19,3.1957,16.809,NMC-LMO,SNL_NMC-LMO_85SOC_a
520.0,95.106,3.0527,18.309,NMC-LMO,SNL_NMC-LMO_85SOC_a
521.0,108.172,2.8454,19.809,NMC-LMO,SNL_NMC-LMO_85SOC_a
522.0,120.992,2.6637,21.309,NMC-LMO,SNL_NMC-LMO_85SOC_a
523.0,133.365,2.5218,22.809,NMC-LMO,SNL_NMC-LMO_85SOC_a
524.0,149.524,2.2924,24.309,NMC-LMO,SNL_NMC-LMO_85SOC_a
525.0,164.275,2.1314,25.809,NMC-LMO,SNL_NMC-LMO_85SOC_a
526.0,179.658,1.9808,27.309,NMC-LMO,SNL_NMC-LMO_85SOC_a
527.0,191.451,1.7676,28.809,NMC-LMO,SNL_NMC-LMO_85SOC_a
528.0,206.209,1.6691,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
529.0,216.481,1.5364,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
530.0,233.56,1.3787,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
531.0,249.361,1.1936,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
532.0,263.822,0.9625,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
533.0,273.833,0.8597,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
534.0,286.563,0.6869,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
535.0,298.49,0.4664,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
536.0,312.843,0.2799,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
537.0,328.299,0.1525,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
538.0,343.64,0.0145,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
539.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
540.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
541.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
542.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
543.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
544.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
545.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
546.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
547.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
548.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
549.0,355.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
550.0,380.866,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
551.0,378.314,0.0012,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
552.0,374.654,0.0024,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
553.0,368.065,0.0039,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
554.0,369.382,0.005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
555.0,364.25,0.0042,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
556.0,363.581,0.0042,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
557.0,361.091,0.0053,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
558.0,355.344,0.0062,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
559.0,355.351,0.006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
560.0,350.5,0.0065,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
561.0,346.474,0.0072,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
562.0,345.267,0.0072,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
563.0,344.756,0.0084,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
564.0,342.118,0.0077,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
565.0,339.097,0.009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
566.0,338.152,0.0086,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
567.0,334.504,0.007,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
568.0,332.973,0.0053,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
569.0,331.069,0.0054,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
570.0,331.091,0.0043,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
571.0,324.947,0.0061,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
572.0,324.496,0.0054,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
573.0,320.673,0.0054,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
574.0,318.407,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
575.0,315.515,0.0031,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
576.0,313.536,0.0036,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
577.0,310.695,0.0019,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
578.0,310.24,0.0023,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
579.0,305.407,0.002,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
580.0,302.002,0.001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
581.0,301.221,0.0022,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
582.0,298.861,0.0029,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
583.0,296.823,0.0031,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
584.0,295.246,0.004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
585.0,292.501,0.0024,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
586.0,289.092,0.0019,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
587.0,287.171,0.0023,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
588.0,286.242,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
589.0,282.247,0.0049,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
590.0,281.091,0.0044,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
591.0,280.941,0.0021,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
592.0,279.046,0.004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
593.0,275.99,0.0042,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
594.0,276.202,0.0041,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
595.0,271.804,0.0018,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
596.0,271.663,0.0017,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
597.0,267.225,0.0018,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
598.0,265.926,0.0013,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
599.0,265.784,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
600.0,264.535,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
601.0,260.073,0.0019,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
602.0,260.878,0.002,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
603.0,255.91,0.0015,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
604.0,255.579,0.0015,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
605.0,253.497,0.0015,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
606.0,251.49,0.0001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
607.0,249.229,0.001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
608.0,246.159,0.0008,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
609.0,245.203,0.0009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
610.0,244.085,0.0024,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
611.0,243.678,0.0011,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
612.0,242.188,0.0003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
613.0,238.593,0.0006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
614.0,237.012,0.0015,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
615.0,234.893,0.0009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
616.0,233.389,0.0003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
617.0,234.354,0.0009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
618.0,233.615,0.0032,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
619.0,227.862,0.0033,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
620.0,226.015,0.0025,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
621.0,225.218,0.0014,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
622.0,222.983,0.0013,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
623.0,221.145,0.0021,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
624.0,220.016,0.0049,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
625.0,219.151,0.005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
626.0,216.333,0.0067,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
627.0,218.415,0.007,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
628.0,213.188,0.0072,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
629.0,212.01,0.0087,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
630.0,213.403,0.0088,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
631.0,207.043,0.0078,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
632.0,210.249,0.009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
633.0,209.414,0.0074,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
634.0,206.746,0.0084,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
